,0
BERTTopic_paraphrase-MiniLM-L3-v2_normalized50T.model,-0.6297900100440181
BERTTopic_all-MiniLM-L6-v2_normalized50T.model,-0.6316744488056435
BERTTopic_all-MiniLM-L12-v2_normalized50T.model,-0.5225186083999137
BERTTopic_all-distilroberta-v1_normalized50T.model,
BERTTopic_default_normalized50T.model,-0.596916946297112
